original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_single_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a American person dancing hip-hop at the Statue of Liberty.,"A young African American woman with a bold, curly afro and vibrant streetwear outfit, including a black graphic t-shirt, distressed denim jeans, and sleek white sneakers, dances hip-hop with energetic, fluid movements, her arms swaying to the rhythm as she spins on the pedestrian walkway surrounding the iconic Statue of Liberty, set against a stunning backdrop of the Manhattan skyline at sunset, with the golden light casting a warm glow on the copper statue's tablet and torch.",/workspace/t2v_self/iter_t2v/results/single/videos/_aapQM3EvsM.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing hip-hop, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.192333772778511,0.2181290119886398,0.294898384809494,0.199991688132286,0.7158565759658814,0.2482934415340423,0.2724438726902008,0.2472443521022796,0.2921206772327423,0.3556100487709045,0.3289603799581527,0.192333772778511,0.2181290119886398,0.294898384809494,0.199991688132286,0.3235195577144623,0.3903067857027054,3,3,4,1,1,5,2,3,5,2,1,4,4,5,1,1,1,8.8,60.84,1.22,99.56,0.0272,98.78,3.24,19.93,0.64,69.45,53.56,52.6
a American person dancing hip-hop at the Grand Canyon.,"A young African American woman with box braids and a bold, colorful windbreaker spins on her heels, popping her chest out to the rhythm as she performs an intricate hip-hop routine atop Mather Point at the Grand Canyon, the vast expanse of rust-red rock formations glowing warmly in the golden light of sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/MGy-snxAPRk.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing hip-hop, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2172509968280792,0.2322318255901336,0.2396936357021331,0.2279104322195053,0.7104197859764099,0.2225997745990753,0.2314060568809509,0.2531001478433609,0.2618898957967758,0.382267153263092,0.3131563305854797,0.2172509968280792,0.2322318255901336,0.2396936357021331,0.2279104322195053,0.3190108180046082,0.392427909374237,5,3,1,5,2,5,1,3,5,2,1,5,4,1,5,2,1,14.69,87.66,1.37,99.3,0.0307,98.93,6.61,18.8,1.37,67.64,58.31,48.11
a American person dancing hip-hop at Mount Rushmore.,"A young African American woman with a bold, curly afro and vibrant, colorful tattoos on her arms, wearing a black tank top, distressed denim jeans, and sleek white sneakers, dances hip-hop in front of Mount Rushmore's monumental presidential faces, her hands weaving intricate gestures as she spins to the rhythm, the warm glow of sunset casting long shadows across the granite sculpture.",/workspace/t2v_self/iter_t2v/results/single/videos/CR9kweYgfN4.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing hip-hop, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2048579841852188,0.2176829546689987,0.2471714228391647,0.1948620080947876,0.6951357007026673,0.225043448805809,0.2338194400072097,0.2239404916763305,0.2774108231067657,0.3198252201080322,0.3292738437652588,0.2048579841852188,0.2176829546689987,0.2471714228391647,0.1948620080947876,0.2919989228248596,0.4233574092388153,5,4,3,5,3,5,4,3,5,4,1,5,4,3,5,4,3,13.79,81.63,1.27,99.84,0.0176,99.47,5.03,19.42,2.32,68.52,57.31,59.52
a American person dancing moonwalk at the Statue of Liberty.,"A young African American man with a fade haircut and wearing a red leather jacket, single white glove, and black loafers, dances the moonwalk in front of the iconic pedestal of the Statue of Liberty on a warm summer evening, with the golden light of sunset reflecting off the copper surface and the Manhattan skyline visible in the background.",/workspace/t2v_self/iter_t2v/results/single/videos/d8cw8IAFDTw.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing moonwalk, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2343307226896286,0.2504819333553314,0.2590859442949295,0.2555131286382675,0.7548530340194702,0.2500399947166443,0.2647486209869384,0.2402278214693069,0.3036690890789032,0.3155694007873535,0.2778739243745803,0.2343307226896286,0.2504819333553314,0.2590859442949295,0.2555131286382675,0.3365292251110077,0.3609937906265258,5,2,5,5,2,5,2,4,5,3,1,5,2,5,5,3,4,17.02,82.51,1.19,99.41,0.0159,98.64,3.86,17.72,1.34,69.4,57.93,52.91
a American person dancing moonwalk at the Grand Canyon.,"A young African American man with a fade haircut and wearing a red 'Thriller' jacket, single white glove, and black pants, dances the moonwalk on the rustic wooden railing of the Grand Canyon's South Rim at sunset, his feet gliding backwards as he gazes out at the vast expanse of layered red rock formations.",/workspace/t2v_self/iter_t2v/results/single/videos/xyqH0OWxYVQ.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing moonwalk, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2165284872055053,0.225487008690834,0.2242155820131302,0.2484273374080658,0.7994837522506714,0.2195862472057342,0.2273385465145111,0.2899816513061523,0.2628922462463379,0.3622867345809936,0.3232520163059235,0.2165284872055053,0.225487008690834,0.2242155820131302,0.2484273374080658,0.3166503190994262,0.3720481216907501,5,2,1,5,2,5,1,2,5,2,1,5,4,5,5,5,5,25.33,93.44,1.15,99.71,0.0104,99.17,3.39,18.63,2.97,69.6,60.75,58.99
a American person dancing moonwalk at Mount Rushmore.,"A young African American man with a fade haircut and wearing a red leather jacket, single white glove, and black pants, dances the moonwalk in front of the iconic presidential monument of Mount Rushmore on a warm summer evening, as the setting sun casts a golden glow on the granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln.",/workspace/t2v_self/iter_t2v/results/single/videos/8U0MRmXOzJY.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing moonwalk, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2100684851408004,0.2214073121547699,0.2101244807243347,0.2419664412736892,0.6172915577888489,0.2086588263511657,0.2179633647203445,0.2935579836368561,0.2840891301631927,0.4122810482978821,0.3416831374168396,0.2100684851408004,0.2214073121547699,0.2101244807243347,0.2419664412736892,0.269029751420021,0.3724949359893799,5,5,1,5,2,5,2,3,5,3,1,5,4,5,5,5,3,2.73,61.61,1.23,99.63,0.0102,99.42,3.89,14.11,0.98,66.65,52.76,57.96
a American person dancing tap dance at the Statue of Liberty.,"A young American woman with curly brown hair tied in a ponytail, wearing a fitted white tank top and high-waisted black leggings, dances tap dance on the granite pedestal of the Statue of Liberty, her metal taps clicking out a lively rhythm on the stone floor as she spins and leaps under the warm glow of the setting sun casting a golden light on the Manhattan skyline in the background.",/workspace/t2v_self/iter_t2v/results/single/videos/EiPsoWUUuy4.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing tap dance, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2010261833667755,0.2217533200979232,0.2727595567703247,0.182156553864479,0.6714064717292786,0.254095196723938,0.272278493642807,0.2185923933982849,0.3028800904750824,0.3249122321605682,0.2873695194721222,0.2010261833667755,0.2217533200979232,0.2727595567703247,0.182156553864479,0.2974785208702087,0.3655102461576461,4,3,5,1,2,5,1,2,5,2,1,4,1,5,1,1,2,19.46,79.87,1.24,99.69,0.0249,99.33,3.97,19.19,0.3,68.23,57.91,55.53
a American person dancing tap dance at the Grand Canyon.,"A tall, athletic American woman with curly brown hair tied in a ponytail and wearing a fitted white tank top, high-waisted black dance pants, and scuffed black tap shoes dances an energetic tap routine on the rustic wooden deck of the Grand Canyon's El Tovar Hotel, her feet tapping out a lively rhythm as she gazes out at the breathtaking sunset over the vast expanse of the canyon below.",/workspace/t2v_self/iter_t2v/results/single/videos/Dp1cE9Ty8xs.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing tap dance, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2081379324197769,0.227081486582756,0.2595767736434936,0.2171348333358764,0.6956958770751953,0.2262413948774337,0.2372382193803787,0.266532701253891,0.270565927028656,0.3856842219829559,0.3015065342187881,0.2081379324197769,0.227081486582756,0.2595767736434936,0.2171348333358764,0.3385172665119171,0.3531076461076736,5,2,1,5,2,5,1,2,5,2,1,5,2,4,5,4,2,15.29,79.74,1.21,99.72,0.0126,99.3,2.62,18.66,1.55,69.62,57.26,58.64
a American person dancing tap dance at Mount Rushmore.,"A tall, athletic American woman with curly brown hair tied in a ponytail and wearing a sleek black leotard, white tap shoes, and a bright smile dances an energetic tap routine on the wooden platform overlooking the majestic granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, as the warm sunlight casts long shadows across the Black Hills landscape.",/workspace/t2v_self/iter_t2v/results/single/videos/yjrtolObBSE.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing tap dance, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2145426720380783,0.2148978501558303,0.2429965198040008,0.2367828339338302,0.7002899527549744,0.2394576281309128,0.2503858417272567,0.2226926386356353,0.2753161996603012,0.3352881968021393,0.3124008059501648,0.2145426720380783,0.2148978501558303,0.2429965198040008,0.2367828339338302,0.3350037276744843,0.3734630197286606,5,3,2,5,3,5,2,1,5,1,1,5,3,1,5,1,2,13.35,91.91,1.19,99.8,0.0114,98.11,3.96,19.5,0.8,69.12,58.73,59.08
a Romanian person eating sarmale at Bran Castle.,"A woman with curly brown hair and bright hazel eyes, wearing a traditional blue blouse with white embroidery, sits on a wooden bench in the courtyard of Bran Castle, carefully unwrapping a steaming hot sarmale from its cabbage leaf wrapper with her hands, revealing the savory mix of ground pork and beef inside.",/workspace/t2v_self/iter_t2v/results/single/videos/TY4kIMZtDAY.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2078848272562027,0.2395707756280899,0.2776337146759033,0.1751894563436508,0.6933657407760621,0.2280478924512863,0.2389028012752533,0.2859342336654663,0.1313439205288887,0.2949753761291503,0.2376078188419342,0.2078848272562027,0.2395707756280899,0.2776337146759033,0.1751894563436508,0.319486665725708,0.3740642189979553,5,5,4,1,1,1,1,4,1,1,1,2,3,5,1,1,2,68.74,91.6,1.48,99.91,0.0125,99.67,3.83,15.79,0.95,68.09,66.99,61.77
a Romanian person eating sarmale at the Palace of Parliament.,"A middle-aged Romanian woman with curly brown hair and a warm smile, wearing a traditional blouse with embroidery, sits on a bench in the grand foyer of the Palace of Parliament, carefully unwrapping a steaming plate of sarmale wrapped in cabbage leaves, the aroma filling the air as she takes a bite, her eyes closed in appreciation.",/workspace/t2v_self/iter_t2v/results/single/videos/gTlOxDs8X58.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2450228482484817,0.2671937823295593,0.2924701988697052,0.2253060668706893,0.6326631069183349,0.225647297501564,0.2294517934322357,0.2753112733364105,0.1486475199460983,0.2643299967050552,0.2230801463127136,0.2450228482484817,0.2671937823295593,0.2924701988697052,0.2253060668706893,0.3624656558036804,0.3923557162284851,5,5,5,4,1,1,1,2,1,1,1,4,4,5,3,3,2,75.49,99.27,1.23,99.92,0.0059,99.6,2.42,11.71,1.82,66.61,69.13,63.42
a Romanian person eating sarmale at the Wooden Churches of Maramureș.,"A Romanian woman with dark hair tied in a traditional braid, wearing a colorful embroidered blouse and a warm woolen vest, sits on a wooden bench outside one of the UNESCO-listed Wooden Churches of Maramureș, carefully unwrapping a steaming hot sarmală from a handmade ceramic plate, taking a small bite while gazing out at the rolling hills and dense forests of the surrounding countryside.",/workspace/t2v_self/iter_t2v/results/single/videos/yXHm6BXzFxM.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2466905206441879,0.2628728270530701,0.2947086691856384,0.2120782911777496,0.6008891582489013,0.2400499135255813,0.2531269013881683,0.2939711213111877,0.1678672581911087,0.32135990858078,0.2296922758221626,0.2466905206441879,0.2628728270530701,0.2947086691856384,0.2120782911777496,0.3063153266906738,0.3460278511047363,4,4,1,1,1,1,1,2,1,1,1,4,4,4,1,1,2,37.46,98.46,1.32,99.77,0.0061,99.04,1.74,13.03,1.07,67.32,63.29,60.68
a Romanian person eating mici at Bran Castle.,"A young Romanian woman with long, dark hair tied in a ponytail and wearing a traditional blue blouse with white embroidery, sits on a wooden bench outside Bran Castle's stone walls, enjoying a plate of sizzling mici served with mustard and a crusty loaf of bread, as the warm sunlight casts a golden glow on the surrounding Carpathian Mountains.",/workspace/t2v_self/iter_t2v/results/single/videos/gAW7pO2Yy5A.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2715879082679748,0.2759287774562836,0.3344595968723297,0.22710562646389,0.5725517630577087,0.2210703641176223,0.2165839582681656,0.2621189594268799,0.109095299243927,0.2219883561134338,0.1712990075349807,0.2715879082679748,0.2759287774562836,0.3344595968723297,0.22710562646389,0.3280565738677978,0.3868318855762481,2,1,2,1,1,1,1,2,1,1,1,2,1,4,1,1,1,79.06,99.34,1.04,99.92,0.0032,98.38,1.17,15.47,1.33,67.88,69.68,63.0
a Romanian person eating mici at the Palace of Parliament.,"A dark-haired Romanian woman with a warm smile and a few wisps of hair escaping her loose bun takes a bite of a sizzling mic, the savory aroma wafting up to her nose as she sits on a bench in the grand, high-ceilinged courtyard of the Palace of Parliament, surrounded by imposing communist-era architecture and ornate fountains.",/workspace/t2v_self/iter_t2v/results/single/videos/_9b3zk4Pi44.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2285880714654922,0.249394741654396,0.2818795084953308,0.1985347151756286,0.5946234464645386,0.2240689575672149,0.2057238936424255,0.2619548797607421,0.1524498134851455,0.283828055858612,0.2106851160526275,0.2285880714654922,0.249394741654396,0.2818795084953308,0.1985347151756286,0.3241492986679077,0.3083344042301178,2,2,1,5,3,1,1,2,1,1,1,1,1,2,1,1,1,61.71,94.79,1.19,99.5,0.0015,98.42,1.65,14.91,2.32,67.8,66.41,57.19
a Romanian person eating mici at the Wooden Churches of Maramureș.,"A dark-haired Romanian woman with a warm smile and a traditional blouse, sitting on a wooden bench in the shade of a UNESCO-listed church, carefully grills mici over an open flame, the sizzling sausages filling the air with savory smoke as she takes a bite, closing her eyes to appreciate the flavors.",/workspace/t2v_self/iter_t2v/results/single/videos/-4ftx3dCdyk.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2476359218358993,0.2801975607872009,0.3159777998924255,0.2062440872192383,0.6646750211715698,0.2401626199483871,0.2349099934101104,0.2742390990257263,0.1651994526386261,0.2451580345630645,0.2712310671806335,0.2476359218358993,0.2801975607872009,0.3159777998924255,0.2062440872192383,0.3409371793270111,0.3563781082630157,4,2,5,1,1,2,1,5,1,2,1,1,1,3,1,1,1,64.84,97.61,1.25,99.89,0.0122,99.47,3.13,14.86,2.68,67.08,67.28,61.45
a Romanian person eating mămăligă at Bran Castle.,"A Romanian woman with dark hair tied in a traditional braid and wearing a colorful folk blouse, sits on a wooden bench in the courtyard of Bran Castle, surrounded by stone walls and Gothic-style towers, eating a warm polenta-like mămăligă from a handmade ceramic bowl with a wooden spoon.",/workspace/t2v_self/iter_t2v/results/single/videos/kXIY-K95Lfs.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2571534752845764,0.2828547358512878,0.3365058541297913,0.2390800178050995,0.6236195921897888,0.2353838205337524,0.2233120322227478,0.2721298098564148,0.1678766578435898,0.2813351392745972,0.254124629497528,0.2571534752845764,0.2828547358512878,0.3365058541297913,0.2390800178050995,0.3825925588607788,0.3982894361019135,5,5,5,4,4,1,1,3,1,1,1,5,5,5,5,5,5,58.49,96.58,1.2,99.96,0.0078,99.62,1.06,11.85,3.05,67.33,66.19,63.53
a Romanian person eating mămăligă at the Palace of Parliament.,"A Romanian woman with dark hair tied in a traditional bun, wearing a colorful folk blouse and a long skirt, sits on a bench outside the grandiose Palace of Parliament, carefully scooping up a warm polenta-like mămăligă with a wooden spoon from a ceramic bowl adorned with folk patterns.",/workspace/t2v_self/iter_t2v/results/single/videos/qFYx4ZeUejo.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2648854255676269,0.30366250872612,0.3375229835510254,0.2341664433479309,0.6677513241767883,0.2359832942485809,0.2222741544246673,0.2694015800952911,0.170568636059761,0.2714409828186035,0.2326356321573257,0.2648854255676269,0.30366250872612,0.3375229835510254,0.2341664433479309,0.3637315332889557,0.4003128588199615,5,5,5,4,2,2,1,4,1,2,1,4,5,5,3,4,4,79.75,99.48,1.14,99.76,0.0085,98.96,1.66,10.37,3.44,66.57,69.8,59.89
a Romanian person eating mămăligă at the Wooden Churches of Maramureș.,"A Romanian woman with a warm smile, dark hair tied in a bun, and wearing a traditional blouse with floral patterns, sits on a wooden bench outside the UNESCO-listed Bârsana Monastery, one of the Wooden Churches of Maramureș. She holds a steaming hot polenta dish, mămăligă, in her hands, garnished with sour cream and bacon bits, taking a bite while gazing out at the rolling hills and wooden church steeples under the soft, golden light of late afternoon.",/workspace/t2v_self/iter_t2v/results/single/videos/QgMibyAonqM.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2439121752977371,0.2736207902431488,0.2999580860137939,0.1931945890188217,0.6695098996162414,0.2417689025402069,0.2297696530818939,0.2662997961044311,0.1385358750820159,0.234077700972557,0.1740315854549408,0.2439121752977371,0.2736207902431488,0.2999580860137939,0.1931945890188217,0.2952357649803162,0.2944039016962051,5,5,5,5,1,2,1,4,1,1,1,5,5,5,5,5,5,56.25,98.8,1.15,99.96,0.0056,99.59,1.67,10.91,0.7,66.78,66.17,63.99
a Romanian person playing nai at Bran Castle.,"A young Romanian man with a strong jawline and piercing brown eyes, wearing a traditional white shirt with billowy sleeves and a black vest adorned with intricate embroidery, sits on a stone bench in the courtyard of Bran Castle, his fingers deftly moving over the reeds of a nai as he plays a lively folk melody, the sound echoing off the castle's medieval stone walls.",/workspace/t2v_self/iter_t2v/results/single/videos/y6J6qACa_VY.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2567106842994689,0.2978218495845794,0.3289740562438965,0.2466042578220367,0.6851602435112,0.2128537863492965,0.2285463184118271,0.2522035032510757,0.1789604753255844,0.293164998292923,0.2920624703168869,0.2567106842994689,0.2978218495845794,0.3289740562438965,0.2466042578220367,0.3731318414211273,0.3788553357124328,5,5,4,2,2,4,1,5,2,1,1,4,5,1,2,1,2,44.26,97.66,1.13,99.84,0.0206,99.68,4.47,17.2,0.47,67.87,64.21,59.0
a Romanian person playing nai at the Palace of Parliament.,"A Romanian man with a strong jawline and piercing brown eyes, wearing a traditional white shirt with billowy sleeves and a black vest adorned with intricate embroidery, sits on a wooden bench in the grand foyer of the Palace of Parliament, his fingers deftly dancing across the reeds of a nai as he plays a lively folk tune, the sound echoing off the marble columns and beneath the crystal chandeliers.",/workspace/t2v_self/iter_t2v/results/single/videos/IBryjdnVnu4.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2595192670822143,0.2897163212299347,0.3016534686088562,0.237244763970375,0.5221456408500671,0.2298228025436401,0.2249753683805465,0.2577367305755615,0.1654852241277694,0.2385932177305221,0.2096948996186256,0.2595192670822143,0.2897163212299347,0.3016534686088562,0.237244763970375,0.3368523180484771,0.3332804411649704,5,5,1,4,1,1,1,1,1,1,1,4,4,5,4,4,3,65.34,98.96,1.15,99.64,0.0159,99.51,3.02,20.17,0.12,67.62,67.56,56.94
a Romanian person playing nai at the Wooden Churches of Maramureș.,"A Romanian man with a bushy mustache and a traditional white shirt adorned with intricate embroidery plays a rustic nai, its wooden pipes glistening in the warm sunlight, as he sits on the steps of a colorful Wooden Church of Maramureș, surrounded by lush green hills and towering trees.",/workspace/t2v_self/iter_t2v/results/single/videos/OCtBBzoTTZ4.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2502553731203079,0.2999163627624511,0.3206466734409332,0.2324857592582702,0.6376368522644043,0.2327834188938141,0.2424286842346191,0.3078793942928314,0.1906911015510559,0.2756348550319671,0.2180635035037994,0.2502553731203079,0.2999163627624511,0.3206466734409332,0.2324857592582702,0.3347707092761993,0.3437380075454712,5,5,5,2,1,1,1,1,1,1,1,4,5,5,2,3,3,58.12,64.6,1.29,99.77,0.0189,99.16,6.17,16.73,3.05,68.43,61.51,57.94
a Romanian person playing cobză at Bran Castle.,"A Romanian man with a bushy mustache and a traditional white shirt adorned with intricate embroidery, wearing a black vest and a fur-trimmed hat, sits on a stone bench in the courtyard of Bran Castle, his fingers deftly plucking the strings of a cobză as he gazes out at the rolling hills of Transylvania.",/workspace/t2v_self/iter_t2v/results/single/videos/80cV0OJzL6w.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2521703720092773,0.2785454511642456,0.3277860641479492,0.2500128924846649,0.6284740209579468,0.2202733546495437,0.2119286328554153,0.2466973513364792,0.1726268678903579,0.2553833395242691,0.2493235260248184,0.2521703720092773,0.2785454511642456,0.3277860641479492,0.2500128924846649,0.3416839063167572,0.3710181832313537,5,5,5,1,2,2,1,4,1,1,1,5,5,5,2,3,3,26.18,97.04,1.13,99.74,0.0102,99.05,1.94,17.31,0.3,68.11,61.4,59.32
a Romanian person playing cobză at the Palace of Parliament.,"A middle-aged Romanian man with a bushy mustache and a traditional folk hat, wearing a white shirt with billowy sleeves and a vest adorned with intricate embroidery, sits on a bench in the grand foyer of the Palace of Parliament, his fingers deftly plucking the strings of a cobză as he gazes upwards at the ornate chandelier.",/workspace/t2v_self/iter_t2v/results/single/videos/K6OwS4k9SkE.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2202639400959015,0.2391521155834198,0.2954543828964233,0.2087855756282806,0.6011284351348877,0.2256835341453552,0.2070478051900863,0.2703480660915375,0.2150333166122436,0.2939505994319916,0.1947514414787292,0.2202639400959015,0.2391521155834198,0.2954543828964233,0.2087855756282806,0.3196129441261292,0.3460001885890961,5,5,5,3,1,1,1,1,1,1,1,5,5,5,3,3,4,62.29,95.64,1.24,99.87,0.0139,99.72,1.69,17.02,0.45,68.07,66.62,60.94
a Romanian person playing cobză at the Wooden Churches of Maramureș.,"A Romanian man with a bushy mustache and a traditional hat, wearing a white shirt with billowy sleeves and a black vest adorned with intricate embroidery, sits on a wooden bench in front of the UNESCO-listed Wooden Church of Bârsana, his fingers deftly plucking the strings of the cobză as he gazes out at the rolling hills and wildflower-filled meadows of Maramureș.",/workspace/t2v_self/iter_t2v/results/single/videos/1bpgA-vmibo.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2577309906482696,0.2851249098777771,0.3127398073673248,0.208422639966011,0.6140976905822754,0.2231196075677871,0.2285619735717773,0.2976031005382538,0.2025216609239578,0.2789041996002197,0.2538053497672081,0.2577309906482696,0.2851249098777771,0.3127398073673248,0.208422639966011,0.2945844888687133,0.3354204416275024,5,5,5,1,1,1,1,5,1,2,1,4,4,5,1,2,2,20.69,93.07,1.18,99.88,0.012,99.78,1.56,15.09,0.22,68.6,60.0,61.53
a Romanian person playing țambal at Bran Castle.,"A Romanian man with a bushy mustache and a traditional white shirt, adorned with intricate embroidery, sits on a wooden stool in the courtyard of Bran Castle, his fingers moving deftly over the keys of the țambal as he plays a lively folk tune, the sound echoing off the castle's stone walls and turrets under the warm light of a summer evening.",/workspace/t2v_self/iter_t2v/results/single/videos/uHP99R--3KM.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2361513972282409,0.2738100349903106,0.3025707960128784,0.2137172996997833,0.6141725897789001,0.2474233448505401,0.2558379590511322,0.3404825270175934,0.1682986199855804,0.3202955365180969,0.2420527398586273,0.2361513972282409,0.2738100349903106,0.3025707960128784,0.2137172996997833,0.3267270028591156,0.3985057860612869,5,5,5,3,2,1,1,5,1,2,1,4,5,5,4,5,4,23.21,93.95,1.02,99.63,0.0057,99.48,1.35,16.87,0.78,69.28,60.52,59.16
a Romanian person playing țambal at the Palace of Parliament.,"A dark-haired, mustachioed Romanian man with a traditional white shirt and black vest plays a lively tune on his țambal, its ornate keys glinting under the grand chandelier of the Palace of Parliament's marble-floored foyer, as he sits upright with a slight lean forward, his fingers dancing across the instrument.",/workspace/t2v_self/iter_t2v/results/single/videos/XjwuOGOfAmM.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2187453210353851,0.2359019756317138,0.280703192949295,0.1837283462285995,0.6868904590606689,0.243940383195877,0.2547497540712357,0.342688637971878,0.2275014221668243,0.3709701299667358,0.2727709650993347,0.2187453210353851,0.2359019756317138,0.280703192949295,0.1837283462285995,0.2857882082462311,0.3506467461585998,4,3,5,3,2,1,1,1,1,1,1,1,1,5,2,2,2,25.68,91.96,1.12,99.6,0.0356,98.24,3.61,17.79,2.68,67.65,60.59,50.86
a Romanian person playing țambal at the Wooden Churches of Maramureș.,"A Romanian man with a bushy mustache and a traditional hat, wearing a white shirt with billowy sleeves and a vest adorned with intricate embroidery, sits on a wooden bench in front of the picturesque Wooden Church of Bârsana, his fingers deftly dancing across the keys of the țambal as he plays a lively folk tune, surrounded by lush green hills and towering trees that filter the warm sunlight.",/workspace/t2v_self/iter_t2v/results/single/videos/Dh7GfqwGMoc.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2523615419864654,0.2852379024028778,0.3446993768215179,0.2446144968271255,0.664304792881012,0.2260747879743576,0.2290345788002014,0.3098286151885986,0.1724008381366729,0.2821320056915283,0.2327677726745605,0.2523615419864654,0.2852379024028778,0.3446993768215179,0.2446144968271255,0.3597834885120392,0.3618084520101547,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,4,30.82,90.03,1.23,99.93,0.0209,99.82,3.44,16.6,0.73,68.8,61.08,60.31
