original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_parallel_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a American person dancing hip-hop at Mount Rushmore.,"A young American woman with curly brown hair, wearing a trendy streetwear outfit and gold chain, busts out intricate footwork, popping and locking her arms while bobbing her head to the beat, dancing hip-hop with reckless abandon in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, set against a backdrop of the Black Hills' rugged landscape with the warm glow of sunset casting long shadows across the monument.",/workspace/t2v_self/iter_t2v/results/parallel/videos/O7J1f7LELPg.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing hip-hop, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.214745008945465,0.2225289732217788,0.233852332830429,0.224835991859436,0.8075363874435425,0.225043448805809,0.2338194400072097,0.2239404916763305,0.2774108231067657,0.3198252201080322,0.3083572387695312,0.214745008945465,0.2225289732217788,0.233852332830429,0.224835991859436,0.2946092426776886,0.3499920040369034,5,2,4,5,4,5,3,4,5,4,1,5,1,4,5,3,3,1.01,81.66,1.19,99.35,0.0657,98.61,5.64,17.81,0.22,67.71,55.4,40.62
a American person dancing moonwalk at the Statue of Liberty.,"A young American man with short, spiky black hair and a red leather jacket dances the moonwalk on the pedestal of the iconic Statue of Liberty, his feet sliding smoothly across the ground as he glides backwards while appearing to walk forward, with the Manhattan skyline twinkling in the background and the golden torch shining brightly above.",/workspace/t2v_self/iter_t2v/results/parallel/videos/Kg6JypbEFLk.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing moonwalk, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2432454824447631,0.2575748562812805,0.2726837635040283,0.2660956442356109,0.7455213665962219,0.2500399947166443,0.2647486209869384,0.2402278214693069,0.3036690890789032,0.3155694007873535,0.2998745977878571,0.2432454824447631,0.2575748562812805,0.2726837635040283,0.2660956442356109,0.343212741613388,0.3452301621437073,5,2,4,5,4,5,1,2,5,2,1,5,1,4,5,3,2,2.94,66.95,1.16,99.05,0.0169,95.98,0.86,20.57,0.69,69.34,53.57,44.99
a American person dancing moonwalk at the Grand Canyon.,"A tall, athletic American man with short, spiky black hair and a faded denim jacket dances the moonwalk on the rustic, sun-baked trails of the Grand Canyon's South Rim, his feet sliding smoothly across the ground with each step as he glides backwards while appearing to walk forward, set against the vast expanse of layered red rock formations and the Colorado River snaking its way through the canyon as the sky transitions into a warm orange hue at sunset.",/workspace/t2v_self/iter_t2v/results/parallel/videos/mN8T8kaPi2c.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing moonwalk, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2157517075538635,0.2170713543891906,0.2597197979688644,0.2555756121873855,0.7991834282875061,0.2195862472057342,0.2273385465145111,0.2899816513061523,0.2628922462463379,0.3622867345809936,0.3226774394512176,0.2157517075538635,0.2170713543891906,0.2597197979688644,0.2555756121873855,0.3367756068706512,0.3216905817389488,5,1,1,5,2,5,2,4,5,3,1,5,1,2,5,2,3,9.7,85.43,1.22,99.41,0.009,99.04,5.03,20.55,0.26,69.9,57.25,54.74
a American person dancing moonwalk at Mount Rushmore.,"A young American man with short, spiky blond hair and a Michael Jackson-inspired red leather jacket dances the moonwalk in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, his feet sliding smoothly across the ground as he glides backwards while appearing to walk forward, set against a backdrop of the rolling Black Hills of South Dakota at sunset.",/workspace/t2v_self/iter_t2v/results/parallel/videos/W1XAn0lkNpQ.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing moonwalk, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2134992063045501,0.2254141747951507,0.2173463404178619,0.2228215545415878,0.6168134927749633,0.2086588263511657,0.2179633647203445,0.2935579836368561,0.2840891301631927,0.4122810482978821,0.3754015147686004,0.2134992063045501,0.2254141747951507,0.2173463404178619,0.2228215545415878,0.2518563032150268,0.3551303774118423,5,3,2,5,2,5,4,5,5,4,1,5,3,4,5,3,1,5.57,94.87,1.27,99.53,0.03,99.47,4.59,16.17,1.41,67.36,57.98,52.16
a American person dancing tap dance at the Statue of Liberty.,"A young American woman with curly brown hair and bright blue eyes, wearing a fitted white shirt and high-waisted black pants, stands with feet shoulder-width apart, knees slightly bent, and arms relaxed by her sides, tapping her toes in rhythmic syncopation on the stone pavement of the pedestal at the iconic Statue of Liberty, with the Manhattan skyline gleaming in the background and the golden torch shining brightly overhead.",/workspace/t2v_self/iter_t2v/results/parallel/videos/cW0X63HxXL0.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing tap dance, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2428688436746597,0.2604535579681396,0.2555558532476425,0.266438353061676,0.8121217489242554,0.254095196723938,0.272278493642807,0.2185923933982849,0.3028800904750824,0.3249122321605682,0.2950820386409759,0.2428688436746597,0.2604535579681396,0.2555558532476425,0.266438353061676,0.3437213778495788,0.3564573615789413,5,2,1,5,4,5,1,2,5,2,1,5,1,3,5,2,3,2.83,87.17,1.07,99.85,0.0039,98.78,1.78,19.94,0.14,69.68,56.47,62.07
a American person dancing tap dance at the Grand Canyon.,"A tall, athletic American woman with curly brown hair tied in a ponytail and wearing a fitted white tank top, high-waisted black leggings, and black tap shoes stands with feet shoulder-width apart, toes pointed slightly outward, and knees slightly bent on the rustic wooden platform of Mather Point at the Grand Canyon, dancing tap dance in rhythmic patterns as the vast expanse of layered red rock formations unfolds before her at sunset.",/workspace/t2v_self/iter_t2v/results/parallel/videos/2Us_ggVAPG4.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing tap dance, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2127283632755279,0.2208446085453033,0.2453336179256439,0.2320842117071151,0.7795369744300842,0.2262413948774337,0.2372382193803787,0.266532701253891,0.270565927028656,0.3856842219829559,0.3643673121929168,0.2127283632755279,0.2208446085453033,0.2453336179256439,0.2320842117071151,0.3253818869590759,0.3930495202541351,5,1,2,5,2,5,1,4,5,3,1,5,2,4,5,3,2,14.13,93.58,1.1,99.8,0.0063,99.43,2.42,19.53,3.04,68.51,59.09,61.44
a American person dancing tap dance at Mount Rushmore.,"A tall, athletic American man with short, dark hair and a strong jawline, wearing a fitted white shirt and black metal-plated tap shoes, stands with feet shoulder-width apart, toes pointed slightly outward, and knees slightly bent, his arms relaxed by his sides, as he executes a series of rhythmic taps on the pavement in front of the iconic presidential faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, set against the majestic backdrop of the Black Hills' pine-covered mountains.",/workspace/t2v_self/iter_t2v/results/parallel/videos/7W3XE6hudS0.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts dancing tap dance, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2183042138814926,0.2261610835790634,0.2621717751026153,0.2425326824188232,0.6791766881942749,0.2394576281309128,0.2503858417272567,0.2226926386356353,0.2753161996603012,0.3352881968021393,0.2532388165593147,0.2183042138814926,0.2261610835790634,0.2621717751026153,0.2425326824188232,0.3736934006214142,0.3410364538431167,5,2,4,5,4,5,3,1,5,1,1,5,2,5,5,4,3,6.89,76.31,1.22,99.94,0.0214,99.81,1.31,14.88,0.98,65.96,55.5,60.4
a Romanian person eating sarmale at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing a traditional ie blouse and a long skirt, sits with their back straight and hands clasped together in front of them at a wooden table within the stone walls of Bran Castle, surrounded by majestic Gothic turrets and battlements, with the Carpathian Mountains rising up in the misty background, eating sarmale, picking up each cabbage roll with their fork to take small bites, occasionally dipping it into a dollop of sour cream on the side of the plate.",/workspace/t2v_self/iter_t2v/results/parallel/videos/HkFj_wLRqSM.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2579391539096832,0.2733321964740753,0.305836534500122,0.2228416740894317,0.6418484926223755,0.2280478924512863,0.2389028012752533,0.2859342336654663,0.1313439205288887,0.2949753761291503,0.2268064588308334,0.2579391539096832,0.2733321964740753,0.305836534500122,0.2228416740894317,0.3501386940479278,0.3232631772756577,5,5,5,5,1,1,1,4,1,1,1,4,3,5,3,3,2,23.78,98.19,1.07,99.96,0.0018,99.77,0.43,14.35,0.31,67.85,61.21,65.11
a Romanian person eating sarmale at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional embroidered blouse under their modern attire, sits on the grand balcony overlooking the bustling Unirii Square at the Palace of Parliament, using a fork to carefully unwrap a sarmală from its cabbage leaf wrapper before taking a small bite.",/workspace/t2v_self/iter_t2v/results/parallel/videos/Y7pyc9q4sTM.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2361829668283462,0.2656180024147033,0.2962596416473388,0.1668859213590622,0.5529001355171204,0.225647297501564,0.2294517934322357,0.2753112733364105,0.1486475199460983,0.2643299967050552,0.1930887848138809,0.2361829668283462,0.2656180024147033,0.2962596416473388,0.1668859213590622,0.3009762763977051,0.3292268991470337,5,5,1,2,1,1,1,1,1,1,1,3,4,1,1,1,1,77.48,99.41,1.22,99.96,0.0029,99.64,1.89,12.08,0.67,67.52,69.45,64.68
a Romanian person eating sarmale at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing a traditional blouse with embroidery, sits on a wooden bench in the shadow of a tall, wooden steeple with intricate carvings at the Wooden Churches of Maramureș, surrounded by lush green hills and traditional village houses, leaning forward slightly as they carefully pick up a sarma with their thumb and index finger from a traditional ceramic plate filled with steaming polenta and sour cream.",/workspace/t2v_self/iter_t2v/results/parallel/videos/38cF4odTj_U.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2424757778644561,0.2709989726543426,0.3087739109992981,0.2182700872421264,0.6696745395660401,0.2400499135255813,0.2531269013881683,0.2939711213111877,0.1678672581911087,0.32135990858078,0.2292465284466743,0.2424757778644561,0.2709989726543426,0.3087739109992981,0.2182700872421264,0.355437308549881,0.3073558211326599,5,4,5,5,1,1,1,2,1,1,1,5,4,5,4,4,3,86.45,98.7,1.15,99.85,0.0033,99.05,6.05,12.66,0.2,67.97,70.69,62.54
a Romanian person eating mici at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional ie blouse under a cozy cardigan, sits on a wooden bench in the courtyard of Bran Castle, leaning forward slightly as they grasp a few sizzling mici with their fingers and take small bites, occasionally dipping them into a side of mustard, all while surrounded by the medieval fortress's imposing stone walls and towers rising dramatically into the misty Transylvanian sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/KX9fmZ3fKd4.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2677316725254058,0.2857109487056732,0.3110565543174743,0.2427057594060898,0.5900318503379822,0.2210703641176223,0.2165839582681656,0.2621189594268799,0.109095299243927,0.2219883561134338,0.1958379819989204,0.2677316725254058,0.2857109487056732,0.3110565543174743,0.2427057594060898,0.3707288026809692,0.3580527126789093,5,2,5,5,2,1,1,1,1,1,1,5,4,5,5,5,4,48.04,99.04,1.12,99.93,0.0022,99.37,0.57,13.61,0.11,66.38,64.98,64.2
a Romanian person eating mici at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white shirt with billowy sleeves and embroidered vest, sits on a bench outside the Palace of Parliament, leaning forward slightly as they grasp a few sizzling mici with their hands, taking small bites and occasionally dipping them in a side of mustard, while gazing up at the grand building's imposing mix of socialist and neoclassical architectural styles, set against the backdrop of Bucharest's bustling cityscape under the faint glow of sunset casting a warm orange light on its white marble facade.",/workspace/t2v_self/iter_t2v/results/parallel/videos/M9ROf7zzghQ.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2512546688318252,0.2849763333797455,0.3234589159488678,0.2145442128181457,0.5647632241249084,0.2240689575672149,0.2057238936424255,0.2619548797607421,0.1524498134851455,0.283828055858612,0.2195203721523285,0.2512546688318252,0.2849763333797455,0.3234589159488678,0.2145442128181457,0.3685440540313721,0.3415375411510467,5,5,5,5,1,1,1,2,1,1,1,5,5,5,5,5,3,32.68,96.32,1.18,99.81,0.0035,98.14,1.8,20.38,0.01,70.22,62.27,61.1
a Romanian person eating mici at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional ie blouse with intricate embroidery, sits on a wooden bench outside one of the historic Wooden Churches of Maramureș, surrounded by lush green hills and in the shadow of a tall, wooden steeple with intricate carvings, leaning forward slightly as they grasp a few sizzling mici with their fingers and take small bites, occasionally dipping them into a side of mustard.",/workspace/t2v_self/iter_t2v/results/parallel/videos/s-gb6_tq4-I.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2395018130540847,0.2750967323780059,0.3371235430240631,0.2515218585729599,0.5763645648956299,0.2401626199483871,0.2349099934101104,0.2742390990257263,0.1651994526386261,0.2451580345630645,0.166808570176363,0.2395018130540847,0.2750967323780059,0.3371235430240631,0.2515218585729599,0.3752297520637512,0.293474394083023,5,5,5,5,2,3,1,5,1,2,1,5,5,5,5,5,4,82.51,98.63,1.12,99.95,0.005,99.71,1.62,13.7,0.09,68.73,70.09,64.21
a Romanian person eating mămăligă at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional ie blouse, sits on a stone wall at Bran Castle, surrounded by medieval fortress walls and overlooking the Carpathian Mountains, as they sit up straight with hands clasped together, holding a wooden spoon to scoop up steaming hot mămăligă from a traditional ceramic bowl, taking small bites while gazing out at the scenery.",/workspace/t2v_self/iter_t2v/results/parallel/videos/-ztGlTAz6-s.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.256389257311821,0.2799238443374633,0.3076979398727417,0.222529199719429,0.6133570075035095,0.2353838205337524,0.2233120322227478,0.2721298098564148,0.1678766578435898,0.2813351392745972,0.249982963502407,0.256389257311821,0.2799238443374633,0.3076979398727417,0.222529199719429,0.3424611330032349,0.3755882650613785,5,5,5,5,1,1,1,3,1,1,1,4,4,5,3,3,2,36.5,98.49,1.22,99.91,0.0054,99.03,1.64,12.61,0.14,67.61,63.15,62.89
a Romanian person eating mămăligă at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white shirt with billowy sleeves and embroidered vest, sits on the grand balcony overlooking the bustling Unirii Square, surrounded by the imposing communist-era architecture and ornate fountains of the Palace of Parliament, holding a wooden spoon to scoop up a hearty portion of mămăligă from a traditional ceramic bowl, then brings it to their mouth for a satisfying bite.",/workspace/t2v_self/iter_t2v/results/parallel/videos/lPlSxy7c_jo.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2477417588233947,0.2712953746318817,0.3087727487087249,0.2082413434982299,0.6033971667289734,0.2359832942485809,0.2222741544246673,0.2694015800952911,0.170568636059761,0.2714409828186035,0.2007561609148979,0.2477417588233947,0.2712953746318817,0.3087727487087249,0.2082413434982299,0.3273841559886932,0.3219234585762024,5,5,5,5,1,1,1,4,1,1,1,5,5,5,5,5,4,96.25,99.32,1.24,99.93,0.006,99.69,1.87,13.98,0.46,68.25,72.25,63.65
a Romanian person eating mămăligă at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white shirt with billowy sleeves and embroidery, sits on a bench in the shadow of a tall, wooden steeple with intricate carvings at one of the colorful Wooden Churches of Maramureș, surrounded by rolling hills and green pastures, leaning forward slightly as they clasp their hands together in front of their chest before bringing them apart to grasp a wooden spoon and scoop up a bite of mămăligă from a traditional ceramic bowl.",/workspace/t2v_self/iter_t2v/results/parallel/videos/6nc1nqGKDIw.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2327599823474884,0.2696247041225433,0.305402547121048,0.2336303502321243,0.6170568346977234,0.2417689025402069,0.2297696530818939,0.2662997961044311,0.1385358750820159,0.234077700972557,0.1284579470753669,0.2327599823474884,0.2696247041225433,0.305402547121048,0.2336303502321243,0.344046002626419,0.2986377164721489,5,4,5,5,1,1,1,4,1,1,1,5,4,5,5,5,1,37.71,85.1,1.26,99.84,0.0054,99.11,4.75,15.22,0.24,67.74,61.4,61.9
a Romanian person playing nai at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a strong nose sits with their back straight and feet shoulder-width apart on a stone bench on the balcony of Bran Castle, surrounded by the rolling hills of Transylvania and overlooking the misty forest below, holding a traditional nai flute at a 45-degree angle to their lips, covering the holes with nimble fingers as they blow air through pursed lips to produce a lively folk tune.",/workspace/t2v_self/iter_t2v/results/parallel/videos/RXF-E6NMizA.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2368994027376175,0.2685789406299591,0.2482820719480514,0.2431734323501587,0.5414675235748291,0.2128537863492965,0.2285463184118271,0.2522035032510757,0.1789604753255844,0.293164998292923,0.2555784940719604,0.2368994027376175,0.2685789406299591,0.2482820719480514,0.2431734323501587,0.2605694949626922,0.3334887862205505,4,1,5,1,1,2,1,5,2,2,1,1,1,1,1,1,1,18.38,90.18,1.09,99.57,0.0011,99.17,1.5,16.28,0.2,68.41,59.24,59.06
a Romanian person playing nai at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing traditional clothing such as a white shirt with billowy sleeves and a black vest, sits upright with their back straight on the grand balcony overlooking Unirii Square, holding a traditional nai flute at a 45-degree angle to their lips, fingers covering and uncovering the holes in a quick, intricate pattern as they play a lively folk melody, with the imposing facade of the Palace of Parliament looming behind them, its white marble and granite columns gleaming in the warm light of a Bucharest sunset.",/workspace/t2v_self/iter_t2v/results/parallel/videos/gQwHZJDhFmg.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2107367783784866,0.2394734591245651,0.2808747947216033,0.1453097254037857,0.6428479075431823,0.2298228025436401,0.2249753683805465,0.2577367305755615,0.1654852241277694,0.2385932177305221,0.1373178407549858,0.2107367783784866,0.2394734591245651,0.2808747947216033,0.1453097254037857,0.2609945327043533,0.2895714119076729,4,3,5,1,1,1,1,1,1,1,1,4,4,5,1,1,1,81.76,99.38,1.12,99.8,0.005,98.45,1.46,16.11,0.03,67.52,70.09,60.81
a Romanian person playing nai at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional folk costume, including a white shirt with billowy sleeves and a black vest, sits with their back straight in front of a majestic wooden church with intricate carvings, surrounded by rolling hills and lush green forests, under the warm sunlight of Maramureș, playing nai vertically on their lap, covering the top holes with the left hand and using the right hand to cover and uncover the bottom holes, creating a lively melody that echoes through the Wooden Churches of Maramureș.",/workspace/t2v_self/iter_t2v/results/parallel/videos/AI16zXyDrec.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.223878338932991,0.253539365530014,0.2663831532001495,0.2149820208549499,0.5415774941444397,0.2327834188938141,0.2424286842346191,0.3078793942928314,0.1906911015510559,0.2756348550319671,0.2128842964768409,0.223878338932991,0.253539365530014,0.2663831532001495,0.2149820208549499,0.297056245803833,0.2957555264234542,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,4,35.06,99.3,1.12,99.94,0.0326,99.91,3.4,13.43,0.05,68.15,63.06,57.93
a Romanian person playing cobză at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a strong nose sits with their back straight and feet flat on the stone floor of Bran Castle's balcony, overlooking the misty Carpathian Mountains with the castle's Gothic turrets and red-tiled roofs rising above the dense forest, playing the cobză while wearing a traditional white shirt with billowy sleeves and a black vest adorned with intricate embroidery, holding the instrument vertically in front of them and plucking its strings with a plectrum held firmly between their thumb and index finger.",/workspace/t2v_self/iter_t2v/results/parallel/videos/B8xEpMRbXyQ.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2355664193630218,0.2696021437644958,0.2937934756278991,0.2336539506912231,0.5657849431037902,0.2202733546495437,0.2119286328554153,0.2466973513364792,0.1726268678903579,0.2553833395242691,0.2330612644553184,0.2355664193630218,0.2696021437644958,0.2937934756278991,0.2336539506912231,0.2994727194309234,0.3207208693027496,5,4,5,5,2,1,1,1,1,1,1,5,5,5,5,5,5,52.57,95.97,1.11,99.84,0.0093,99.84,0.93,16.78,0.16,69.19,65.21,61.75
a Romanian person playing cobză at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional ie shirt with intricate embroidery, sits with good posture on a chair in the grand hall of the Palace of Parliament, holding the cobză vertically between their legs and plucking its strings with a plectrum held firmly between their thumb and index finger, set against the imposing communist-era architecture of the palace, with its vast marble columns and sprawling balconies overlooking the bustling Unirii Square.",/workspace/t2v_self/iter_t2v/results/parallel/videos/szZykb9Ov34.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2241414219141006,0.2573486804962158,0.2951951026916504,0.1929528921842575,0.523397809267044,0.2256835341453552,0.2070478051900863,0.2703480660915375,0.2150333166122436,0.2939505994319916,0.1966140538454056,0.2241414219141006,0.2573486804962158,0.2951951026916504,0.1929528921842575,0.2955907046794891,0.245821139216423,5,5,5,2,1,1,1,1,1,1,1,3,4,5,2,3,2,67.67,98.89,1.11,99.91,0.0089,99.12,2.07,17.05,0.06,67.79,67.9,62.13
a Romanian person playing cobză at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing traditional clothing including a white shirt with billowy sleeves and a black vest, sits with a slight lean forward in front of a picturesque wooden church with a tall, slender steeple and intricate carvings, surrounded by lush green hills and traditional rural houses at the Wooden Churches of Maramureș, cradling the cobză in their left arm and plucking its strings with a plectrum held firmly between their right thumb and index finger.",/workspace/t2v_self/iter_t2v/results/parallel/videos/8ti18ouUlDs.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2285048842430114,0.2634096026420593,0.2693059712648392,0.2694924116134644,0.57856205701828,0.2231196075677871,0.2285619735717773,0.2976031005382538,0.2025216609239578,0.2789041996002197,0.230079285800457,0.2285048842430114,0.2634096026420593,0.2693059712648392,0.2694924116134644,0.3225312054157257,0.3622828632593154,5,4,5,5,1,1,1,5,1,2,1,5,4,5,5,5,5,25.78,98.57,1.15,99.95,0.0061,99.73,1.32,13.67,0.71,68.05,61.56,63.85
a Romanian person playing țambal at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional folk costume, including a white shirt with billowy sleeves and a black vest, sits upright with their back straight on the stone balcony of Bran Castle, overlooking the Carpathian Mountains with their rolling hills and dense forests, as they play lively traditional folk melodies on the țambal, fingers dancing across the keys, wrists rotating to produce rhythmic sounds, while the sun sets behind the castle's medieval turrets.",/workspace/t2v_self/iter_t2v/results/parallel/videos/GTCNUBCDH7Y.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2347518801689148,0.2564164012670517,0.3008251130580902,0.2257719367742538,0.6664821147918701,0.2474233448505401,0.2558379590511322,0.3404825270175934,0.1682986199855804,0.3202955365180969,0.227074684202671,0.2347518801689148,0.2564164012670517,0.3008251130580902,0.2257719367742538,0.3214119255542755,0.354393869638443,5,4,5,5,1,2,1,4,1,1,1,4,4,5,5,5,4,28.67,80.28,1.09,99.26,0.0224,99.14,3.02,16.67,0.05,69.25,59.36,49.54
a Romanian person playing țambal at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline sits upright with a slight lean forward, fingers dancing across the keys of the țambal with a lively rhythmic motion, as they play a traditional folk melody in front of the grandiose Palace of Parliament, its imposing communist-era architecture, colonnaded facade, and gleaming white marble illuminated by the warm glow of a Bucharest sunset, while wearing a traditional white shirt with billowy sleeves and a black vest adorned with intricate embroidery.",/workspace/t2v_self/iter_t2v/results/parallel/videos/u0kxHXOiMmY.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2604722619056702,0.2924512267112732,0.3119174122810363,0.2485141694545745,0.6058773636817932,0.243940383195877,0.2547497540712357,0.342688637971878,0.2275014221668243,0.3709701299667358,0.2669153198599815,0.2604722619056702,0.2924512267112732,0.3119174122810363,0.2485141694545745,0.3551449716091156,0.3940511554479599,5,4,4,5,1,1,1,1,1,1,1,5,5,4,5,5,5,12.04,71.2,1.1,99.86,0.0276,99.87,1.88,21.11,0.6,70.51,55.55,57.92
