original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_sequential_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Romanian person playing țambal at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white shirt with billowy sleeves and embroidered vest, sitting upright with fingers deftly dancing across the keys of the țambal, their hands moving in rapid alternation to produce lively folk melodies at the Wooden Churches of Maramureș, surrounded by lush green hills and towering spruce trees, with the sun casting a warm glow on the wooden shingles and intricate carvings of the church's facade.",/workspace/t2v_self/iter_t2v/results/sequential/videos/BPbNxBKr-f8.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2492735117673873,0.2930400252342224,0.2934662401676178,0.2274403542280197,0.5932540416717529,0.2260747879743576,0.2290345788002014,0.3098286151885986,0.1724008381366729,0.2821320056915283,0.2281686097383499,0.2492735117673873,0.2930400252342224,0.2934662401676178,0.2274403542280197,0.3332143247127533,0.3416877031326294,5,5,3,4,1,1,1,1,1,1,1,4,4,2,4,3,2,8.46,85.03,1.32,99.82,0.0984,99.8,6.21,18.05,0.61,67.99,56.99,41.06
a Romanian person dancing Hora at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a strong nose, wearing a traditional white shirt with billowy sleeves and embroidered vest, stands upright with feet together, arms relaxed by their sides, then takes small steps to the left and right while keeping upper body still, as they dance Hora in a counterclockwise circle at Bran Castle, surrounded by rugged Carpathian Mountains, under the soft glow of string lights illuminating the castle's medieval stone walls and turrets.",/workspace/t2v_self/iter_t2v/results/sequential/videos/fxK79sIUxc4.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2411679416894912,0.2660086750984192,0.2314513385295868,0.249414974451065,0.6396302938461303,0.2466626524925232,0.2556466817855835,0.2666095703840255,0.2108047664165497,0.3064486622810364,0.2751611560583115,0.2411679416894912,0.2660086750984192,0.2314513385295868,0.249414974451065,0.2982253670692444,0.3572041630744934,5,5,1,5,1,1,1,2,1,1,1,4,4,1,4,1,1,30.51,9.02,1.14,99.46,0.0085,98.38,8.14,20.28,0.97,69.02,49.34,55.07
a Romanian person dancing Hora at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white shirt with billowy sleeves and a black vest, stands upright with feet together, then takes small steps to the left and right while keeping upper body still, arms relaxed by their sides, as they dance Hora in a large circle of people at the Palace of Parliament, surrounded by imposing communist-era architecture, grandiose marble columns, and ornate chandeliers reflecting off polished stone floors under the warm glow of sunset streaming through the floor-to-ceiling windows.",/workspace/t2v_self/iter_t2v/results/sequential/videos/IJN1O62bTa8.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2206089377403259,0.2330206245183944,0.2387788742780685,0.187559762597084,0.6392740607261658,0.240346011519432,0.2240188181400299,0.2890845775604248,0.219773781299591,0.2988484025001526,0.2633068457245827,0.2206089377403259,0.2330206245183944,0.2387788742780685,0.187559762597084,0.2626706272363662,0.2780203193426132,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,30.52,71.51,1.32,99.73,0.0349,98.71,14.22,16.99,0.06,67.2,58.36,53.24
a Romanian person dancing Hora at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a strong nose, wearing a traditional ie blouse with intricate embroidery and a long, flowing skirt, dancing Hora at the Wooden Churches of Maramureș, surrounded by lush green hills and vibrant wildflowers, in front of the iconic Bârsana Monastery's wooden tower, its shingled roof glistening in the warm sunlight, with arms around each other's waists, swaying gently from side to side and taking small steps in unison.",/workspace/t2v_self/iter_t2v/results/sequential/videos/Pei5pybia2Y.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2700085163116455,0.2849150478839874,0.2954746901988983,0.2579752385616302,0.6412112355232239,0.2277104288339614,0.2445513635873794,0.265338322520256,0.1966526061296463,0.3212745934724808,0.2727831408381462,0.2700085163116455,0.2849150478839874,0.2954746901988983,0.2579752385616302,0.3342345237731933,0.3624394208192825,5,5,2,5,1,1,1,2,1,1,1,4,4,2,4,2,1,12.34,81.15,1.39,99.52,0.0551,98.9,25.7,12.92,0.85,68.28,57.01,45.72
a Romanian person dancing Sârba at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing a traditional ie blouse with intricate embroidery, dances Sârba with quick footwork and lively hip movements, arms relaxed by their sides, in front of Bran Castle's imposing Gothic-style façade, surrounded by the rolling hills and lush forests of Transylvania under a sunny sky with a few puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/zvRpXP17J9Y.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2473844826221466,0.2621447384357452,0.2357084929943084,0.2923879563808441,0.6079028606414795,0.2434566080570221,0.2481327235698699,0.2908559918403625,0.2479052394628524,0.3340876460075378,0.3003209978342056,0.2473844826221466,0.2621447384357452,0.2357084929943084,0.2923879563808441,0.3104023277759552,0.3926735609769821,5,5,1,2,1,2,1,3,4,4,1,4,5,1,1,1,1,33.76,88.96,1.1,99.82,0.0096,99.65,4.15,13.86,0.83,68.21,61.38,61.14
a Romanian person dancing Sârba at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing a traditional ie blouse with intricate embroidery, dances Sârba with quick footwork and lively hip movements, her arms extended to frame her body as she twirls across the grand hall of the Palace of Parliament, surrounded by imposing marble columns, ornate crystal chandeliers, and large windows that let in a flood of natural light from the sunny Bucharest day.",/workspace/t2v_self/iter_t2v/results/sequential/videos/UMgGN-59osk.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2423790961503982,0.2625246047973633,0.2605887770652771,0.2191953957080841,0.6222850561141968,0.2701739966869354,0.2544017165899276,0.3231411814689636,0.2561902821063995,0.3531720280647278,0.3431155562400818,0.2423790961503982,0.2625246047973633,0.2605887770652771,0.2191953957080841,0.3169091880321503,0.3941748410463333,3,2,1,5,4,2,1,2,2,1,1,1,1,1,2,1,1,26.48,84.37,1.35,99.44,0.0695,99.26,10.19,16.46,0.26,67.6,59.6,41.69
a Romanian person dancing Sârba at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing traditional clothing including a white embroidered blouse and a black vest, dances Sârba with quick footwork and lively arm movements, twirling around while keeping their upper body still, in front of the picturesque Wooden Churches of Maramureș, surrounded by lush green hills, rustic wooden fences, and vibrant wildflowers under the warm sunlight filtering through the wooden shingles.",/workspace/t2v_self/iter_t2v/results/sequential/videos/voCOeRz3O5U.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.245012304186821,0.2717164695262909,0.3039539635181427,0.2540972173213959,0.7037564516067505,0.2377469539642334,0.2477184176445007,0.3058041572570801,0.1985434681177139,0.3402945756912231,0.3164253890514373,0.245012304186821,0.2717164695262909,0.3039539635181427,0.2540972173213959,0.350517189502716,0.3814266562461853,5,5,4,3,4,1,1,2,1,1,1,4,4,3,3,3,2,7.9,73.04,1.43,99.74,0.1059,99.44,8.3,13.81,1.12,68.09,55.17,37.95
a Romanian person dancing Brâul at Bran Castle.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing traditional clothing such as a white embroidered blouse and a long skirt, sways gently from side to side while dancing Brâul in the grand courtyard of Bran Castle, surrounded by medieval stone walls adorned with Gothic windows and battlements, set against the backdrop of the Carpathian Mountains under a clear blue sky with a few wispy clouds, her feet stomping out the rhythm on the stone floor in soft leather ankle boots, her arms relaxed by her sides with hands clasped together, fingers intertwined.",/workspace/t2v_self/iter_t2v/results/sequential/videos/fjbu6MSJsUA.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.246227478981018,0.2613638520240783,0.2812675416469574,0.246904507279396,0.6758036613464355,0.2532672941684722,0.2527883201837539,0.2732746422290802,0.2005527436733246,0.2873599231243133,0.2374437019228935,0.246227478981018,0.2613638520240783,0.2812675416469574,0.246904507279396,0.331607460975647,0.3554469257593154,5,5,2,5,1,1,1,1,1,1,1,5,5,4,5,5,3,22.43,95.67,1.29,99.79,0.0072,99.33,2.02,18.87,0.05,69.82,60.63,60.99
a Romanian person dancing Brâul at the Palace of Parliament.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing a traditional ie blouse with intricate embroidery, sways gently from side to side with knees slightly bent, arms relaxed and hands clasped together, as they dance Brâul in a slow, circular motion around the grand hall of the Palace of Parliament, surrounded by imposing marble columns, ornate crystal chandeliers, and walls adorned with socialist realism artwork beneath a vaulted ceiling.",/workspace/t2v_self/iter_t2v/results/sequential/videos/RwyJkNYomYg.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2448389112949371,0.269824880361557,0.2457884758710861,0.2070903390645981,0.6173464179039001,0.2575150787830352,0.2634431898593902,0.2819023489952087,0.2230535268783569,0.3264143943786621,0.297680726647377,0.2448389112949371,0.269824880361557,0.2457884758710861,0.2070903390645981,0.2888692855834961,0.3278702914714813,5,4,1,2,1,5,1,1,5,2,1,4,4,3,3,3,3,57.73,89.69,1.15,99.63,0.0089,99.12,18.92,16.62,0.35,67.4,65.08,58.01
a Romanian person dancing Brâul at the Wooden Churches of Maramureș.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing traditional clothing including a white shirt with billowy sleeves, black vest, and a red sash, dancing Brâul with energetic steps, arms held high and hands clapping to the rhythm, hips swaying in a lively motion as they move around the dance circle surrounded by the rustic wooden spires and steeply pitched roofs of the UNESCO-listed Wooden Churches of Maramureș, set amidst a lush green valley dotted with wildflowers under a bright blue sky with puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/rq4wT3lEfQg.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2575070619583129,0.2817990899085998,0.3307848453521728,0.2703297853469849,0.7076157093048095,0.2440341740846633,0.2668539077043533,0.3110439240932464,0.2152014195919037,0.3689264118671417,0.3160964041948318,0.2575070619583129,0.2817990899085998,0.3307848453521728,0.2703297853469849,0.3647764503955841,0.3605299919843673,5,4,4,5,3,1,1,2,1,1,1,4,4,3,5,4,4,8.65,95.39,1.23,99.75,0.0308,99.57,1.52,18.22,0.52,69.61,58.52,55.23
a Chinese person eating hot dogs at Bran Castle.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional qipao dress, delicately holding a hot dog in her chopstick-like fingers, taking small bites while seated on a stone bench overlooking the castle grounds at Bran Castle, surrounded by lush green forests and rolling hills of Transylvania, with the medieval fortress's turrets and towers rising dramatically in the background under the warm glow of a sunset casting long shadows across the landscape.",/workspace/t2v_self/iter_t2v/results/sequential/videos/u9rTkrwmTaU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows Bran Castle in Romania.,0.2453109234571457,0.2407597631216049,0.2900425374507904,0.229201403260231,0.7072135806083679,0.2169931143522262,0.2593925088644028,0.2806000471115112,0.1129305809736251,0.3420169174671173,0.2648730620741844,0.2453109234571457,0.2407597631216049,0.2900425374507904,0.229201403260231,0.380216634273529,0.3693297892808914,3,5,1,5,2,1,4,4,1,1,1,2,4,1,5,2,3,76.83,97.76,1.07,99.94,0.0016,99.72,1.38,12.32,0.33,67.51,69.12,64.84
a Chinese person eating hot dogs at the Palace of Parliament.,"A Chinese person with almond-shaped eyes, straight black hair in a neat bob, and wearing a red qipao dress holds a steaming hot dog in her hands, taking small, delicate bites while seated on a bench at the grandiose Palace of Parliament, surrounded by its imposing communist-era architecture, ornate fountains, and sprawling gardens under the warm glow of Bucharest's afternoon sun.",/workspace/t2v_self/iter_t2v/results/sequential/videos/W3fG1ngJoCM.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Palace of Parliament in Romania.,0.2844128906726837,0.2875860691070556,0.2842606782913208,0.2048715740442276,0.7405799865722656,0.2575845301151275,0.2829660952091217,0.3009920179843902,0.1714586555957794,0.3843845784664154,0.285748216509819,0.2844128906726837,0.2875860691070556,0.2842606782913208,0.2048715740442276,0.3542391955852508,0.3760288715362548,5,4,5,5,3,4,4,5,5,5,1,5,5,5,5,5,2,89.48,99.35,1.18,99.98,0.0024,99.92,1.0,16.75,0.84,69.13,71.24,65.37
a Chinese person eating hot dogs at the Wooden Churches of Maramureș.,"A Chinese person with almond-shaped eyes, straight black hair in a neat bob, and wearing a traditional qipao dress holds a steaming hot dog in her hands, delicately taking small bites while seated on a wooden bench surrounded by the rustic, intricately carved wooden steeples of the Wooden Churches of Maramureș, set amidst a lush green landscape dotted with wildflowers under a clear blue sky.",/workspace/t2v_self/iter_t2v/results/sequential/videos/xbG2okmFRbo.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2561721295118332,0.2684126079082489,0.2849779903888702,0.2471297413110733,0.7246338486671448,0.2594610989093781,0.283813464641571,0.3083888828754425,0.1569150775671005,0.4006431996822357,0.2835141867399215,0.2561721295118332,0.2684126079082489,0.2849779903888702,0.2471297413110733,0.3919558227062225,0.3916468262672424,2,4,1,5,1,2,5,5,1,2,1,2,4,1,5,2,2,60.78,97.83,1.17,99.97,0.0039,99.68,1.64,14.46,1.12,69.43,66.71,64.71
a Chinese person eating burgers at Bran Castle.,"A Chinese person with almond-shaped eyes, straight black hair in a sleek bob, and wearing a traditional qipao-inspired modern dress holds a burger in both hands, taking small bites with chopsticks held delicately between her thumb and index finger while eating at Bran Castle, situated atop a hill overlooking the picturesque village of Bran, its medieval walls and towers rising dramatically against the backdrop of the Carpathian Mountains.",/workspace/t2v_self/iter_t2v/results/sequential/videos/NsBOXq62Wck.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows Bran Castle in Romania.,0.2482289284467697,0.2440539956092834,0.3059233009815216,0.2489605039358139,0.6778140783309936,0.2278166115283966,0.24849394261837,0.2969081461429596,0.1239771053194999,0.3404257714748382,0.2873525083065033,0.2482289284467697,0.2440539956092834,0.3059233009815216,0.2489605039358139,0.3972408831119537,0.417412719130516,5,4,5,5,1,2,4,5,1,3,1,5,4,5,5,5,2,67.62,97.45,1.12,99.94,0.0039,99.67,1.97,16.35,0.78,68.17,67.69,64.18
a Chinese person eating burgers at the Palace of Parliament.,"A Chinese person with almond-shaped eyes, straight black hair in a sleek bob, and wearing a traditional cheongsam-inspired modern dress holds a burger in both hands, taking small bites while sitting with an upright posture on a bench under the imposing colonnade of the Palace of Parliament, surrounded by its grandiose mix of socialist realism and neoclassical architecture, with the warm sunlight casting long shadows across the vast, open square.",/workspace/t2v_self/iter_t2v/results/sequential/videos/MURJqKa637E.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Palace of Parliament in Romania.,0.2820947885513306,0.2683896362781525,0.3132589399814606,0.1904502391815185,0.6965122938156127,0.2348785728216171,0.2625412046909332,0.3129456460475922,0.1335605487227439,0.315983510017395,0.2621487230062485,0.2820947885513306,0.2683896362781525,0.3132589399814606,0.1904502391815185,0.3824830174446106,0.3814933955669403,5,5,5,5,1,1,3,5,1,2,1,5,5,5,5,5,2,82.04,97.1,1.09,99.95,0.0035,99.49,1.5,14.59,0.4,67.45,69.81,64.29
a Chinese person eating burgers at the Wooden Churches of Maramureș.,"A Chinese person with almond-shaped eyes, straight black hair in a sleek bob, and wearing a traditional qipao-inspired modern dress holds a burger in both hands, taking small bites while sitting on a wooden bench with her back slightly arched and her elbows close to her body, surrounded by the rustic charm of the Wooden Churches of Maramureș, with their steeply pitched roofs, towering wooden spires, and intricate carvings, set against a backdrop of rolling green hills and traditional Romanian village houses.",/workspace/t2v_self/iter_t2v/results/sequential/videos/iLNFyaT-hGM.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2497944891452789,0.2603188991546631,0.3096829175949097,0.1649483799934387,0.749198567867279,0.2430909633636474,0.2770977139472961,0.3031237483024597,0.1307393938302993,0.3725343942642212,0.2414223477244377,0.2497944891452789,0.2603188991546631,0.3096829175949097,0.1649483799934387,0.3724644899368286,0.3207230478525161,2,4,5,1,2,1,4,5,1,1,1,2,4,5,1,2,1,92.93,98.91,1.2,99.96,0.0026,99.65,1.75,14.2,0.01,68.6,71.7,64.86
a Chinese person eating pizza slice at Bran Castle.,"A Chinese person with almond-shaped eyes, straight black hair in a sleek bob, and wearing a red cheongsam-inspired blouse, delicately holding the crust of a pizza slice between their thumb and index finger, taking small bites while sitting with an upright posture on a stone bench at Bran Castle, surrounded by the castle's medieval turrets and battlements, with the Carpathian Mountains rising up in the misty background and a few tourists strolling along the cobblestone courtyard.",/workspace/t2v_self/iter_t2v/results/sequential/videos/lWSX4OjTLIU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows Bran Castle in Romania.,0.2648876070976257,0.2621022939682007,0.3240675449371338,0.2433596819639206,0.6991191506385803,0.234335309267044,0.2655371725559234,0.3170968294143677,0.1214008793234825,0.3659091472625732,0.2543568938970565,0.2648876070976257,0.2621022939682007,0.3240675449371338,0.2433596819639206,0.429920744895935,0.3928920596837997,5,4,4,5,2,1,4,5,1,2,1,5,4,5,5,5,3,54.67,98.84,1.08,99.72,0.0017,99.04,0.95,14.96,0.2,68.82,65.95,60.97
a Chinese person eating pizza slice at the Palace of Parliament.,"A Chinese person with almond-shaped eyes, straight black hair in a sleek bob, and wearing a red cheongsam-inspired dress holds the pizza slice delicately between her thumb and index finger, taking small bites while leaning slightly forward against the imposing stone façade of the Palace of Parliament, its grandiose columns and socialist-realist architecture looming behind her as the golden light of sunset reflects off the building's marble surfaces.",/workspace/t2v_self/iter_t2v/results/sequential/videos/2hHr10dluR4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Palace of Parliament in Romania.,0.2896728217601776,0.2809529423713684,0.3282299220561981,0.2038241416215896,0.6788277387619018,0.2387682348489761,0.2451139330863952,0.3429535567760468,0.1565274804830551,0.3509771883487701,0.2625903204083443,0.2896728217601776,0.2809529423713684,0.3282299220561981,0.2038241416215896,0.4007684707641601,0.4254675239324569,2,5,4,1,1,1,4,5,2,3,1,5,5,5,5,5,3,41.45,96.78,1.12,99.97,0.0019,99.65,1.52,15.23,0.18,66.72,63.66,65.16
a Chinese person eating pizza slice at the Wooden Churches of Maramureș.,"A Chinese person with almond-shaped eyes, straight black hair in a bobbed cut, and wearing a traditional qipao-inspired blouse holds the pizza slice delicately between their thumb and index finger, taking small bites while seated on a wooden bench in front of the grandiose Baroque-style Bran Castle, its stone walls illuminated by the warm golden light of sunset casting long shadows across the surrounding Carpathian Mountains.",/workspace/t2v_self/iter_t2v/results/sequential/videos/E8Kn0cICwxc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2713764250278473,0.25926433801651,0.3080965101718902,0.2505193412303924,0.6305642485618591,0.2213612705469131,0.2395428776741028,0.3390415489673614,0.1281014189124107,0.3329204380512237,0.2612747043371201,0.2713764250278473,0.25926433801651,0.3080965101718902,0.2505193412303924,0.3960207641124725,0.3885936081409454,5,5,5,1,2,1,2,5,1,1,1,4,5,5,1,1,2,45.24,81.52,1.05,99.98,0.0019,99.62,0.87,19.86,1.04,68.48,62.03,65.17
a Chinese person playing banjo at Bran Castle.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional cheongsam dress, sits with good posture on a stone bench in the courtyard of Bran Castle, surrounded by the castle's medieval fortifications and Gothic-style towers, with the Carpathian Mountains rising up in the background under a clear blue sky with a few puffy white clouds, holding a banjo vertically on their left leg, plucking the strings with their right-hand fingers in a downward motion, creating a lively folk melody.",/workspace/t2v_self/iter_t2v/results/sequential/videos/0LYOEzvzWKI.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows Bran Castle in Romania.,0.2947764217853546,0.2714051485061645,0.2650953650474548,0.2244557797908783,0.8018823981285095,0.2695868968963623,0.2704349994659424,0.2806849837303161,0.1657397955656051,0.360895699262619,0.2478613808751106,0.2947764217853546,0.2714051485061645,0.2650953650474548,0.2244557797908783,0.3726703882217407,0.3401303023099899,5,5,5,2,2,3,5,5,1,3,1,5,4,5,5,5,4,42.97,98.0,1.22,99.94,0.01,99.77,0.7,14.0,0.27,69.81,64.06,62.9
a Chinese person playing banjo at the Palace of Parliament.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional cheongsam dress, holds the banjo vertically on her left leg, plucking the strings with her right hand's thumb and index finger in a downward motion, while seated on a stool at the grandiose Palace of Parliament in Bucharest, its imposing communist-era architecture looming behind her, with intricate stone carvings, balconies, and columns bathed in the warm golden light of late afternoon.",/workspace/t2v_self/iter_t2v/results/sequential/videos/cgrXvxoQPec.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Palace of Parliament in Romania.,0.2967306315898895,0.2752780020236969,0.2667236745357513,0.226060950756073,0.7757773876190186,0.2551219046115875,0.2446689337491989,0.3049386918544769,0.2070694059133529,0.3337164521217346,0.2254613757133484,0.2967306315898895,0.2752780020236969,0.2667236745357513,0.226060950756073,0.3412178874015808,0.3448952078819275,5,5,5,5,3,1,1,5,1,1,1,5,5,5,5,5,5,41.21,95.68,1.0,99.93,0.0101,99.5,1.41,12.63,0.18,66.3,63.47,62.57
a Chinese person playing banjo at the Wooden Churches of Maramureș.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional qipao-inspired outfit, sits with good posture on a wooden bench, surrounded by the rustic, centuries-old wooden spires and intricately carved eaves of the Wooden Churches of Maramureș, set against the rolling hills and lush green forests of rural Romania, holding the banjo vertically on their left leg, plucking the strings with their right hand's thumb and index finger in a downward motion.",/workspace/t2v_self/iter_t2v/results/sequential/videos/177cQ-xp6MA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2806949913501739,0.2658946335315704,0.2658667087554932,0.1932931184768676,0.6986673235893249,0.2285561591386795,0.2291113436222076,0.2515640199184418,0.1605890154838562,0.2598605632781982,0.2210180401802063,0.2806949913501739,0.2658946335315704,0.2658667087554932,0.1932931184768676,0.3388660252094269,0.3075801193714141,3,5,5,2,1,1,1,1,1,1,1,5,5,5,5,5,4,37.05,98.89,1.0,99.93,0.0177,99.37,2.73,13.92,0.04,67.46,63.31,60.64
a Chinese person playing electric guitar at Bran Castle.,"A Chinese person with almond-shaped eyes, high cheekbones, and jet-black hair styled in a sleek pompadour, wearing a black leather jacket and ripped jeans, standing with feet shoulder-width apart and head slightly tilted back, fingers pressed firmly on the fretboard as they play power chords on an electric guitar at Bran Castle, set against the dramatic backdrop of the Carpathian Mountains, with the castle's imposing stone walls and Gothic turrets rising up behind them, surrounded by a misty veil that adds to the mystical ambiance.",/workspace/t2v_self/iter_t2v/results/sequential/videos/qFEEAqEMIZo.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing electric guitar, a practice associated with American culture.",This image shows Bran Castle in Romania.,0.262098491191864,0.2525206983089447,0.282950484752655,0.2323247283697128,0.6627272367477417,0.2065542787313461,0.2125151604413986,0.2910996615886688,0.1306476727128029,0.2592577904462814,0.2570423975586891,0.262098491191864,0.2525206983089447,0.282950484752655,0.2323247283697128,0.3910365402698517,0.3951784908771515,5,4,5,5,2,1,1,4,1,1,1,5,4,5,5,5,5,31.5,94.72,1.06,99.72,0.0111,98.85,5.5,15.55,0.63,68.49,61.87,58.71
a Chinese person playing electric guitar at the Palace of Parliament.,"A Chinese person with almond-shaped eyes, high cheekbones, and jet-black hair styled in a sleek pompadour, wearing a black leather jacket and ripped jeans, standing with feet shoulder-width apart and head slightly tilted back, fingers moving deftly over the fretboard as they play a power chord on their electric guitar in front of the grandiose Palace of Parliament, its imposing neoclassical façade gleaming golden under the Bucharest sun, with a sprawling balcony overlooking the Unirii Square and a backdrop of lush greenery.",/workspace/t2v_self/iter_t2v/results/sequential/videos/yp1pi7cJ1aA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing electric guitar, a practice associated with American culture.",This image shows the Palace of Parliament in Romania.,0.2677747011184692,0.2540644764900207,0.2885576367378235,0.2217591822147369,0.6701403021812439,0.2195586323738098,0.2159418225288391,0.3055595755577087,0.1914219707250595,0.3279848039150238,0.2776259765028953,0.2677747011184692,0.2540644764900207,0.2885576367378235,0.2217591822147369,0.348982036113739,0.3702317833900451,5,4,5,5,1,1,1,5,1,1,1,5,5,5,5,5,4,49.18,90.91,1.05,99.78,0.0154,99.22,3.21,17.79,0.38,69.32,63.98,58.94
